Nome;Telefone;WhatsApp;Email;Especialidade;Cidade;Estado;Fonte
"Dr. Fabio Mendes Ferreira";"5521945551597";"https://wa.me/5521945551597";"fabio.mendes@gmail.com";"Clínica Médica / Terapia Endocanabinoide";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Beatriz Alves Vieira";"5534996815597";"https://wa.me/5534996815597";"beatriz.alves@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Costa Soares";"5562953693044";"https://wa.me/5562953693044";"natalia.costa@consultoriomed.com.br";"Medicina Integrativa & Funcional";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Otavio Lopes Souza";"5519976605742";"https://wa.me/5519976605742";"otavio.lopes@institutocanabis.med.br";"Geriatria & Cuidados Paliativos";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Martins Gonçalves";"5543973436224";"https://wa.me/5543973436224";"guilherme.martins@drsaude.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Rodrigues Mendes";"5583989785730";"https://wa.me/5583989785730";"juliana.rodrigues@gmail.com";"Medicina Canabinoide / Dor Crônica";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Gustavo Martins Lopes";"5527948860383";"https://wa.me/5527948860383";"gustavo.martins@outlook.com";"Geriatria & Cuidados Paliativos";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Fernandes Martins";"5548915781459";"https://wa.me/5548915781459";"renata.fernandes@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Pereira Santana";"5548974482885";"https://wa.me/5548974482885";"gabriela.pereira@gmail.com";"Clínica Médica / Terapia Endocanabinoide";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Freitas Ribeiro";"5516997934275";"https://wa.me/5516997934275";"andré.freitas@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leandro Dias Teixeira";"5521979387901";"https://wa.me/5521979387901";"leandro.dias@institutocanabis.med.br";"Medicina de Família e Comunidade";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Rocha Cardoso";"5567954778034";"https://wa.me/5567954778034";"clarissa.rocha@gmail.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Silva Ribeiro";"5583911789704";"https://wa.me/5583911789704";"alexandre.silva@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Vieira Machado";"5547975232446";"https://wa.me/5547975232446";"marcelo.vieira@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Otavio Vieira Martins";"5513982919915";"https://wa.me/5513982919915";"otavio.vieira@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Lucas Teixeira Andrade";"5581985573263";"https://wa.me/5581985573263";"lucas.teixeira@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Martins Lima";"5565973198111";"https://wa.me/5565973198111";"alexandre.martins@clinicamedica.com.br";"Medicina de Família e Comunidade";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Pereira Marques";"5524984835238";"https://wa.me/5524984835238";"clarissa.pereira@consultoriomed.com.br";"Medicina Integrativa & Funcional";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Lopes Martins";"5512935479436";"https://wa.me/5512935479436";"rafael.lopes@clinicamedica.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Camila Ferreira Alves";"5565933155145";"https://wa.me/5565933155145";"camila.ferreira@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Almeida Nunes";"5581966855523";"https://wa.me/5581966855523";"gabriela.almeida@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Beatriz Gonçalves Santana";"5561950629288";"https://wa.me/5561950629288";"beatriz.gonçalves@consultoriomed.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Gomes Santana";"5547979846874";"https://wa.me/5547979846874";"renata.gomes@consultoriomed.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Martins Andrade";"5544999906894";"https://wa.me/5544999906894";"guilherme.martins@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Rodrigues Ferreira";"5521983125171";"https://wa.me/5521983125171";"ricardo.rodrigues@saudeintegrativa.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Murilo Almeida Barbosa";"5565959392536";"https://wa.me/5565959392536";"murilo.almeida@clinicamedica.com.br";"Clínica Médica / Terapia Endocanabinoide";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Santos Machado";"5547975816355";"https://wa.me/5547975816355";"larissa.santos@drsaude.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Rocha Ramos";"5519986165420";"https://wa.me/5519986165420";"carlos.rocha@consultoriomed.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Lucas Nunes Soares";"5513980741857";"https://wa.me/5513980741857";"lucas.nunes@institutocanabis.med.br";"Medicina de Família e Comunidade";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Bruna Gonçalves Rodrigues";"5531992149797";"https://wa.me/5531992149797";"bruna.gonçalves@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leandro Barbosa Alves";"5532929547456";"https://wa.me/5532929547456";"leandro.barbosa@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Costa Pereira";"5512942053288";"https://wa.me/5512942053288";"natalia.costa@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Freitas Pereira";"5548920667872";"https://wa.me/5548920667872";"alexandre.freitas@consultoriomed.com.br";"Geriatria & Cuidados Paliativos";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Renato Carvalho Freitas";"5567949988015";"https://wa.me/5567949988015";"renato.carvalho@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Moreira Barbosa";"5531931562925";"https://wa.me/5531931562925";"thiago.moreira@gmail.com";"Medicina Integrativa & Funcional";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fernando Santana Oliveira";"5571965696686";"https://wa.me/5571965696686";"fernando.santana@outlook.com";"Medicina Integrativa & Funcional";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fabio Ramos Ferreira";"5521924279752";"https://wa.me/5521924279752";"fabio.ramos@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Lima Machado";"5547937160324";"https://wa.me/5547937160324";"carlos.lima@drsaude.com.br";"Medicina Canabinoide / Dor Crônica";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Ramos Ribeiro";"5554985175293";"https://wa.me/5554985175293";"roberta.ramos@drsaude.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Lima Costa";"5565996671166";"https://wa.me/5565996671166";"juliana.lima@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Renato Gonçalves Rocha";"5524967489228";"https://wa.me/5524967489228";"renato.gonçalves@gmail.com";"Medicina Integrativa & Funcional";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Renato Cardoso Gomes";"5548987060851";"https://wa.me/5548987060851";"renato.cardoso@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luciana Cardoso Cardoso";"5567943329373";"https://wa.me/5567943329373";"luciana.cardoso@consultoriomed.com.br";"Medicina Integrativa & Funcional";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Barbosa Pereira";"5541963329694";"https://wa.me/5541963329694";"leonardo.barbosa@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Costa Ribeiro";"5516994509829";"https://wa.me/5516994509829";"juliana.costa@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Mendes Martins";"5582933032185";"https://wa.me/5582933032185";"eduardo.mendes@gmail.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Gonçalves Carvalho";"5561950856493";"https://wa.me/5561950856493";"vitor.gonçalves@drsaude.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Fernandes Martins";"5582914737647";"https://wa.me/5582914737647";"thiago.fernandes@gmail.com";"Clínica Médica / Terapia Endocanabinoide";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Rocha Dias";"5516963935327";"https://wa.me/5516963935327";"amanda.rocha@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luciana Dias Vieira";"5571965222676";"https://wa.me/5571965222676";"luciana.dias@outlook.com";"Medicina de Família e Comunidade";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Henrique Soares Cardoso";"5513945367663";"https://wa.me/5513945367663";"henrique.soares@drsaude.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leandro Freitas Rodrigues";"5554936929434";"https://wa.me/5554936929434";"leandro.freitas@drsaude.com.br";"Medicina de Família e Comunidade";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Marques Oliveira";"5547955627634";"https://wa.me/5547955627634";"roberta.marques@clinicamedica.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Silva Rodrigues";"5531920025707";"https://wa.me/5531920025707";"isabela.silva@outlook.com";"Medicina de Família e Comunidade";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Rodrigues Vieira";"5519922088719";"https://wa.me/5519922088719";"natalia.rodrigues@outlook.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Marques Cardoso";"5565946192520";"https://wa.me/5565946192520";"helena.marques@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Ferreira Mendes";"5583961946897";"https://wa.me/5583961946897";"gabriela.ferreira@consultoriomed.com.br";"Geriatria & Cuidados Paliativos";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Pereira Freitas";"5541966835178";"https://wa.me/5541966835178";"isabela.pereira@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Gonçalves Pereira";"5521912869482";"https://wa.me/5521912869482";"mariana.gonçalves@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Martins Gonçalves";"5581946787611";"https://wa.me/5581946787611";"larissa.martins@clinicamedica.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Dias Pereira";"5532994871910";"https://wa.me/5532994871910";"thiago.dias@outlook.com";"Medicina de Família e Comunidade";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Tiago Cardoso Rodrigues";"5583926037102";"https://wa.me/5583926037102";"tiago.cardoso@saudeintegrativa.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Patricia Ribeiro Santana";"5544949955617";"https://wa.me/5544949955617";"patricia.ribeiro@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Ana Paula Dias Nascimento";"5581996025262";"https://wa.me/5581996025262";"anapaula.dias@gmail.com";"Geriatria & Cuidados Paliativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Rodrigues Nunes";"5565954374401";"https://wa.me/5565954374401";"caio.rodrigues@drsaude.com.br";"Clínica Médica / Terapia Endocanabinoide";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Gomes Barbosa";"5516989862057";"https://wa.me/5516989862057";"mariana.gomes@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Ferreira Marques";"5585986746594";"https://wa.me/5585986746594";"eduardo.ferreira@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Henrique Moreira Santos";"5532965994386";"https://wa.me/5532965994386";"henrique.moreira@outlook.com";"Medicina de Família e Comunidade";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Alves Costa";"5513915933117";"https://wa.me/5513915933117";"leonardo.alves@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Flavia Marques Pereira";"5512987385035";"https://wa.me/5512987385035";"flavia.marques@consultoriomed.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leandro Nunes Ramos";"5554954507410";"https://wa.me/5554954507410";"leandro.nunes@institutocanabis.med.br";"Geriatria & Cuidados Paliativos";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Ribeiro Silva";"5581923953812";"https://wa.me/5581923953812";"roberta.ribeiro@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Teixeira Marques";"5551926301064";"https://wa.me/5551926301064";"carlos.teixeira@gmail.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Ferreira Rodrigues";"5565926032811";"https://wa.me/5565926032811";"matheus.ferreira@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Marques Moreira";"5512932766851";"https://wa.me/5512932766851";"roberta.marques@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Ramos Rocha";"5519912694930";"https://wa.me/5519912694930";"caio.ramos@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Henrique Barbosa Rodrigues";"5547967006549";"https://wa.me/5547967006549";"henrique.barbosa@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Andrade Almeida";"5543997368771";"https://wa.me/5543997368771";"leonardo.andrade@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Almeida Ribeiro";"5548913296154";"https://wa.me/5548913296154";"clarissa.almeida@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Gonçalves Almeida";"5547982354324";"https://wa.me/5547982354324";"renata.gonçalves@saudeintegrativa.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Daniela Santos Moreira";"5541914931559";"https://wa.me/5541914931559";"daniela.santos@clinicamedica.com.br";"Medicina de Família e Comunidade";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Ribeiro Barbosa";"5512977628666";"https://wa.me/5512977628666";"helena.ribeiro@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Gomes Costa";"5561931653376";"https://wa.me/5561931653376";"sergio.gomes@gmail.com";"Geriatria & Cuidados Paliativos";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Freitas Ribeiro";"5511956143098";"https://wa.me/5511956143098";"diego.freitas@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"São Paulo";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Felipe Fernandes Soares";"5554992034982";"https://wa.me/5554992034982";"felipe.fernandes@institutocanabis.med.br";"Medicina de Família e Comunidade";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Lima Silva";"5532997892797";"https://wa.me/5532997892797";"clarissa.lima@gmail.com";"Medicina de Família e Comunidade";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Priscila Fernandes Rocha";"5565984586247";"https://wa.me/5565984586247";"priscila.fernandes@institutocanabis.med.br";"Clínica Médica / Terapia Endocanabinoide";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Renato Alves Silva";"5541955486160";"https://wa.me/5541955486160";"renato.alves@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Bruno Soares Dias";"5541961658005";"https://wa.me/5541961658005";"bruno.soares@institutocanabis.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Sabrina Moreira Nascimento";"5561957983751";"https://wa.me/5561957983751";"sabrina.moreira@institutocanabis.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Carolina Oliveira Rodrigues";"5567985255410";"https://wa.me/5567985255410";"carolina.oliveira@institutocanabis.med.br";"Medicina de Família e Comunidade";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Fernandes Costa";"5521950993651";"https://wa.me/5521950993651";"larissa.fernandes@gmail.com";"Medicina Canabinoide / Dor Crônica";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Machado Machado";"5581999904373";"https://wa.me/5581999904373";"marcelo.machado@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Patricia Silva Carvalho";"5554989235914";"https://wa.me/5554989235914";"patricia.silva@drsaude.com.br";"Clínica Médica / Terapia Endocanabinoide";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Denise Andrade Nascimento";"5544920407388";"https://wa.me/5544920407388";"denise.andrade@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Leticia Oliveira Vieira";"5531984532268";"https://wa.me/5531984532268";"leticia.oliveira@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Gomes Carvalho";"5567912209995";"https://wa.me/5567912209995";"ricardo.gomes@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Freitas Silva";"5511982358014";"https://wa.me/5511982358014";"thais.freitas@drsaude.com.br";"Medicina Canabinoide / Dor Crônica";"São Paulo";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Lopes Gomes";"5512959398337";"https://wa.me/5512959398337";"fernanda.lopes@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Andrade Santana";"5562958933865";"https://wa.me/5562958933865";"mariana.andrade@outlook.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Gustavo Silva Ferreira";"5527985055905";"https://wa.me/5527985055905";"gustavo.silva@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Marques Lima";"5531954274415";"https://wa.me/5531954274415";"guilherme.marques@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Moreira Fernandes";"5581984206837";"https://wa.me/5581984206837";"renata.moreira@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Moreira Rocha";"5521935268500";"https://wa.me/5521935268500";"rafael.moreira@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Lucas Carvalho Gonçalves";"5521966027751";"https://wa.me/5521966027751";"lucas.carvalho@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Carolina Ribeiro Lopes";"5543993681742";"https://wa.me/5543993681742";"carolina.ribeiro@gmail.com";"Clínica Médica / Terapia Endocanabinoide";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fernando Costa Soares";"5516987113919";"https://wa.me/5516987113919";"fernando.costa@saudeintegrativa.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Souza Moreira";"5534964957014";"https://wa.me/5534964957014";"leonardo.souza@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Fernandes Vieira";"5534954726940";"https://wa.me/5534954726940";"sergio.fernandes@institutocanabis.med.br";"Medicina de Família e Comunidade";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luiza Nunes Cardoso";"5527944217984";"https://wa.me/5527944217984";"luiza.nunes@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Machado Vieira";"5512980091786";"https://wa.me/5512980091786";"caio.machado@saudeintegrativa.med.br";"Medicina de Família e Comunidade";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Gonçalves Martins";"5554995274742";"https://wa.me/5554995274742";"alexandre.gonçalves@drsaude.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Mendes Teixeira";"5531994202627";"https://wa.me/5531994202627";"vitor.mendes@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Andrade Nascimento";"5516923287224";"https://wa.me/5516923287224";"roberta.andrade@outlook.com";"Medicina Integrativa & Funcional";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Lopes Gonçalves";"5582963348862";"https://wa.me/5582963348862";"ricardo.lopes@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Machado Machado";"5548973193146";"https://wa.me/5548973193146";"thiago.machado@outlook.com";"Medicina de Família e Comunidade";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Lopes Dias";"5547931088833";"https://wa.me/5547931088833";"caio.lopes@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Marques Carvalho";"5544931335232";"https://wa.me/5544931335232";"isabela.marques@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leandro Freitas Gonçalves";"5532932433681";"https://wa.me/5532932433681";"leandro.freitas@clinicamedica.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Nunes Nunes";"5512934416969";"https://wa.me/5512934416969";"helena.nunes@gmail.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Nunes Fernandes";"5584946396709";"https://wa.me/5584946396709";"fernanda.nunes@gmail.com";"Geriatria & Cuidados Paliativos";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Martins Rocha";"5554971801373";"https://wa.me/5554971801373";"juliana.martins@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
